name,street,post_code,city,longitude,latitude,humidity_avg,pressure_avg,temperature_avg,pm10_avg,pm25_avg,timestamp
SPOŁECZNA SZKOŁA PODSTAWOWA Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. JERZEGO KUKUCZKI W RYBNIKU,UL. ŚW. JÓZEFA,44-217,RYBNIK,18.531808211060092,50.10136552503232 ,84.55,994.2083333333334,8.566666666666666,9.816666666666666,9.266666666666667,2023-10-16 20:37:21
SZKOŁA PODSTAWOWA Z ODDZIAŁAMI INTEGRACYJNYMI NR 20 IM. HARCERZY BUCHALIKÓW W RYBNIKU,UL. ZIOŁOWA,44-251,RYBNIK,18.61219957,50.0787546,82.78333333333333,991.125,7.916666666666667,21.958333333333332,17.266666666666666,2023-10-16 20:37:21
SZKOŁA PODSTAWOWA NR 8 IM. WŁADYSŁAWA WEBERA W ZESPOLE SZKOLNO-PRZEDSZKOLNYM Z ODDZIAŁAMI INTEGRACYJNYMI NR 1 W RYBNIKU,UL. GLIWICKA,44-207,RYBNIK,18.5462847,50.1021742,57.175000000000004,992.2583333333333,11.316666666666668,9.916666666666666,7.2749999999999995,2023-10-16 20:37:21
PUBLICZNA SZKOŁA PODSTAWOWA NR 1 Z ODDZIAŁAMI DWUJĘZYCZNYMI W MOGIELNICY,UL. NOWOMIEJSKA,05-640,MOGIELNICA,20.72027,51.6909326,87.875,1002.1666666666666,6.783333333333334,20.933333333333334,16.2,2023-10-16 20:37:21
SZKOŁA PODSTAWOWA IM. STANISŁAWA LUBOMIRSKIEGO W NOWYM WIŚNICZU,UL. SZKOLNA,32-720,NOWY WIŚNICZ,20.464022,49.911873,85.09166666666667,988.9,5.583333333333333,24.075000000000003,18.641666666666666,2023-10-16 20:37:21
PUBLICZNA SZKOŁA PODSTAWOWA IM.T. KOŚCIUSZKI W GŁOWACZOWIE,UL. WARECKA,26-903,GŁOWACZÓW,21.3187284,51.6220175,78.20833333333333,1004.85,7.558333333333334,7.458333333333333,5.758333333333333,2023-10-16 20:37:21
SZKOŁA PODSTAWOWA SPECJALNA NR 150 W KRAKOWIE,AL. ALEJA ADOLFA DYGASIŃSKIEGO,30-820,KRAKÓW-PODGÓRZE,19.98983357116481,50.02147308570759,72.15833333333333,995.9,8.283333333333333,7.208333333333333,6.166666666666667,2023-10-16 20:37:21
PUBLICZNA SZKOŁA PODSTAWOWA IM. JÓZEFA BRANDTA W OROŃSKU,UL. SZKOLNA,26-505,OROŃSKO,20.98980054,51.315665,95.54166666666667,997.0666666666666,6.416666666666667,50.291666666666664,36.9,2023-10-16 20:37:21
"SZKOŁA PODSTAWOWA IM. E. G. KASZYŃSKIEGO ""NURTA"" W GOŹDZIE",,26-140,GÓZD,20.765636,50.98368833,100.0,978.1833333333334,5.783333333333334,43.71666666666667,33.44166666666667,2023-10-16 20:37:21
PUBLICZNA SZKOŁA PODSTAWOWA IM. BATALIONÓW CHŁOPSKICH W KLECZANOWIE,,27-641,KLECZANÓW,21.57103098,50.71737244,87.38333333333333,990.1750000000001,6.108333333333333,15.391666666666666,12.75,2023-10-16 20:37:21
SZKOŁA PODSTAWOWA NR 9 IM. KRÓLA JANA III SOBIESKIEGO W GLIWICACH,UL. JANA III SOBIESKIEGO,44-100,GLIWICE,18.655796,50.295176,77.90833333333333,993.6833333333334,8.841666666666667,15.208333333333334,12.924999999999999,2023-10-16 20:37:21
SZKOŁA PODSTAWOWA IM. BOHATERÓW WESTERPLATTE W ŁĘKAWICY,,33-156,ŁĘKAWICA,19.145136,51.919438,83.86666666666666,992.3916666666668,7.1000000000000005,65.95,52.916666666666664,2023-10-16 20:37:21
SZKOŁA PODSTAWOWA W STAROCHĘCINACH,,26-060,STAROCHĘCINY,20.48081695,50.77685204,77.3,993.275,7.8500000000000005,5.2,4.091666666666667,2023-10-16 20:37:21
SZKOŁA PODSTAWOWA NR 6 IM. KS. JANA TWARDOWSKIEGO W PSZCZYNIE,UL. KSIĘŻYCOWA,43-200,PSZCZYNA,18.936162,49.965097,91.80833333333334,987.1916666666666,8.091666666666667,33.833333333333336,23.0,2023-10-16 20:37:21
SZKOŁA PODSTAWOWA IM.KAZIMIERZA PUŁASKIEGO W JADAMWOLI,,34-606,JADAMWOLA,20.51122243,49.58092142,90.71666666666665,972.0166666666668,4.333333333333333,26.45,22.941666666666666,2023-10-16 20:37:21
SZKOŁA PODSTAWOWA NR 2 IM. MARII KONOPNICKIEJ W ŻYRARDOWIE,UL. GABRIELA NARUTOWICZA,96-300,ŻYRARDÓW,20.43801027,52.05842119,79.2,1005.7583333333333,7.958333333333333,15.116666666666667,13.591666666666667,2023-10-16 20:37:21
I LICEUM OGÓLNOKSZTAŁCĄCE IM. ZYGMUNTA KRASIŃSKIEGO W CIECHANOWIE,UL. 17 STYCZNIA,06-400,CIECHANÓW,20.59878057,52.88501004,100.0,1002.8333333333334,6.033333333333334,10.808333333333332,7.875,2023-10-16 20:37:21
SZKOŁA PODSTAWOWA W ŁUKOWEJ,,26-060,ŁUKOWA,20.53811566,50.72732867,85.69,988.57,6.859999999999999,13.35,10.65,2023-10-16 20:37:21
SZKOŁA PODSTAWOWA W WOLI KORYCKIEJ GÓRNEJ,,08-455,WOLA KORYCKA GÓRNA,21.754932828835187,51.73577039586474,89.41666666666667,999.8666666666667,7.558333333333334,11.708333333333334,10.983333333333333,2023-10-16 20:37:21
SZKOŁA PODSTAWOWA W WOLICY,UL. SZKOLNA,26-060,WOLICA,20.47387736,50.75410087,83.65833333333333,992.5083333333333,6.816666666666666,12.616666666666667,12.983333333333334,2023-10-16 20:37:21
SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W ZBUCZYNIE,UL. JANA PAWŁA II,08-106,ZBUCZYN,22.44061361,52.08688669,86.80833333333334,998.4916666666667,7.366666666666667,24.833333333333332,21.891666666666666,2023-10-16 20:37:21
TECHNIKUM NR 2 IM. EUGENIUSZA KWIATKOWSKIEGO W STARACHOWICACH,UL. 1 MAJA,27-200,STARACHOWICE,21.06313317,51.05452968,71.55,989.975,7.45,13.049999999999999,10.616666666666667,2023-10-16 20:37:21
PUBLICZNA SZKOŁA PODSTAWOWA IM. JANA KOCHANOWSKIEGO W POLANACH,,26-680,POLANY,19.145136,51.919438,90.93333333333334,994.775,6.0,7.066666666666666,5.5,2023-10-16 20:37:21
SZKOŁA PODSTAWOWA W ZBELUTCE,,26-025,ZBELUTKA-STARA WIEŚ,21.0993345,50.7310922,100.0,976.975,5.0249999999999995,14.616666666666667,12.5,2023-10-16 20:37:21
SZKOŁA PODSTAWOWA IM. STEFANA KARDYNAŁA WYSZYŃSKIEGO W PIERZCHNICY ,UL. KARDYNAŁA STEFANA WYSZYŃSKIEGO,26-015,PIERZCHNICA,20.74729757,50.6959636,93.16,986.6700000000001,6.029999999999999,5.24,3.7600000000000002,2023-10-16 20:37:21
SZKOŁA PODSTWOWA IM.KSIĘDZA CZESŁAWA PRZYSTASIA W LUTORYŻU,,36-040,LUTORYŻ,21.91921265254002,49.96511859568209 ,80.7,993.3583333333332,7.466666666666666,28.208333333333332,24.191666666666666,2023-10-16 20:37:21
PUBLICZNA SZKOŁA PODSTAWOWA IM. BATALIONÓW CHŁOPSKICH W STARYCH ZAWADACH,,26-660,STARE ZAWADY,21.12815508,51.54597315,86.425,1002.9166666666666,6.991666666666667,20.150000000000002,16.275000000000002,2023-10-16 20:37:21
SZKOŁA PODSTAWOWA W BRDOWIE,UL. MICKIEWICZA,62-620,BRDÓW,18.7293986,52.3533225,71.39166666666667,1005.2583333333333,8.016666666666667,3.716666666666667,3.3000000000000003,2023-10-16 20:37:21
SZKOŁA PODSTAWOWA Z ODDZIAŁAMI INTEGRACYJNYMI NR 6 IM. SZARYCH SZEREGÓW W GRODZISKU MAZOWIECKIM,UL. SPORTOWA,05-825,GRODZISK MAZOWIECKI,20.6192335,52.0987683,81.0,1005.9454545454545,7.881818181818182,19.490909090909092,14.618181818181819,2023-10-16 20:37:21
SZKOŁA PODSTAWOWA NR 6 IM. ELIZY ORZESZKOWEJ W ŻYRARDOWIE,UL. JÓZEFA MIRECKIEGO,96-300,ŻYRARDÓW,20.446088,52.057653,77.64166666666667,1005.0916666666667,7.625,9.816666666666666,8.516666666666667,2023-10-16 20:37:21
SZKOŁA PODSTAWOWA IM.ADAMA MICKIEWICZA W STRONIU,,34-604,STRONIE,20.52389925,49.61395897,85.39999999999999,970.5666666666666,5.041666666666667,11.625,8.083333333333334,2023-10-16 20:37:21
PUBLICZNA SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W WOLI TACZOWSKIEJ,,26-652,WOLA TACZOWSKA,21.04512254,51.44935931,89.36666666666667,998.1416666666668,6.641666666666667,10.525,8.450000000000001,2023-10-16 20:37:21
SZKOŁA PODSTAWOWA NR 3 IM. MARII KONOPNICKIEJ W CHOJNOWIE,UL. WŁADYSŁAWA REYMONTA,59-225,CHOJNÓW,15.92934,51.27254,90.78333333333335,1003.15,7.708333333333333,77.70833333333333,63.324999999999996,2023-10-16 20:37:21
LICEUM OGÓLNOKSZTAŁCĄCE KADETÓW REZWCZYPOSPOLITEJ POLSKIEJ W LIPINACH,,26-425,LIPINY,20.511418,51.54591,80.60833333333333,1000.1166666666667,6.716666666666666,21.958333333333332,19.308333333333334,2023-10-16 20:37:21
SZKOŁA PODSTAWOWA NR 29 IM. TADEUSZA KOŚCIUSZKI W RZESZOWIE,UL. PARTYZANTÓW,35-234,RZESZÓW,22.00675633,50.04931405,88.05833333333334,997.8249999999999,6.791666666666667,15.866666666666667,14.041666666666666,2023-10-16 20:37:21
SZKOŁA PODSTAWOWA W ŚCINAWIE POLSKIEJ,,55-200,ŚCINAWA POLSKA,17.33660972,50.93346737,100.0,1005.8583333333332,8.008333333333333,67.15833333333333,65.05,2023-10-16 20:37:21
SZKOŁA PODSTAWOWA W ŚCINAWCE DOLNEJ,,57-410,ŚCINAWKA DOLNA,16.5360171,50.4966472,89.09166666666665,984.3666666666667,7.2,20.141666666666666,14.316666666666668,2023-10-16 20:37:21
I LICEUM OGÓLNOKSZTAŁCĄCE IM. ADAMA MICKIEWICZA W ŁAPACH,UL. BOHATERÓW WESTERPLATTE,18-100,ŁAPY,22.87657971,52.98984475,100.0,999.4769230769232,6.43076923076923,21.838461538461537,20.446153846153848,2023-10-16 20:37:21
SZKOŁA PODSTAWOWA W WĘGRACH,UL. SZKOLNA,55-020,WĘGRY,17.0374566,50.92746209,81.06666666666666,1005.2833333333333,8.799999999999999,40.4,27.916666666666668,2023-10-16 20:37:21
PUBLICZNA SZKOŁA PODSTAWOWA IM. MIKOŁAJA KOPERNIKA W BIENIĘDZICACH,,26-625,BIENIĘDZICE,20.92852467,51.41165831,82.46666666666665,998.4166666666666,6.491666666666667,14.033333333333333,11.108333333333334,2023-10-16 20:37:21
SAMORZĄDOWA SZKOŁA PODSTAWOWA IM. WOJSKA POLSKIEGO W WODZISŁAWIU,UL. SZKOLNA,28-330,WODZISŁAW,20.18925053,50.51810713,98.50833333333333,992.3416666666667,5.466666666666666,14.4,12.316666666666668,2023-10-16 20:37:21
PUBLICZNA SZKOŁA PODSTAWOWA NR 1 Z ODDZIAŁAMI INTEGRACYJNYMI IM.JANA III SOBIESKIEGO W SZYDŁOWCU,UL. WSCHODNIA,26-500,SZYDŁOWIEC,20.86302643,51.22382244,79.56666666666668,992.4333333333334,6.55,32.800000000000004,27.233333333333334,2023-10-16 20:37:21
PUBLICZNA SZKOŁA PODSTAWOWA  IM. KORNELA MAKUSZYŃSKIEGO WE WRZESZCZOWIE,,26-650,WRZESZCZÓW,20.827514,51.4984472,90.675,999.5500000000001,6.108333333333333,9.283333333333333,7.383333333333333,2023-10-16 20:37:21
ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W MESZNIE,MESZNO,48-385,MESZNO,17.15378,50.43684,99.76666666666667,988.0,9.200000000000001,11.566666666666668,6.896666666666667,2023-10-16 20:37:21
